task,regime,split,seed,low_load,mid_load,high_load,cascade_load,budget_load,delay_load,false_halt_load,damage_load
contact_rich_insertion,low_level_skill_anomaly,false_halt_shift,5,0.727227,0.203416,0.131409,0.200256,0.282336,0.098093,0.236192,0.301679
contact_rich_insertion,low_level_skill_anomaly,false_halt_shift,6,0.727227,0.203416,0.131409,0.200256,0.282336,0.098093,0.236192,0.301679
contact_rich_insertion,low_level_skill_anomaly,false_halt_shift,7,0.727227,0.203416,0.131409,0.200256,0.282336,0.098093,0.236192,0.301679
contact_rich_insertion,low_level_skill_anomaly,false_halt_shift,8,0.727227,0.203416,0.131409,0.200256,0.282336,0.098093,0.236192,0.301679
contact_rich_insertion,low_level_skill_anomaly,false_halt_shift,9,0.727227,0.203416,0.131409,0.200256,0.282336,0.098093,0.236192,0.301679
contact_rich_insertion,low_level_skill_anomaly,budget_exhaustion_shift,0,0.809836,0.23212,0.147122,0.243456,0.376176,0.114716,0.187264,0.35349
contact_rich_insertion,low_level_skill_anomaly,budget_exhaustion_shift,1,0.809836,0.23212,0.147122,0.243456,0.376176,0.114716,0.187264,0.35349
contact_rich_insertion,low_level_skill_anomaly,budget_exhaustion_shift,2,0.809836,0.23212,0.147122,0.243456,0.376176,0.114716,0.187264,0.35349
contact_rich_insertion,low_level_skill_anomaly,budget_exhaustion_shift,3,0.809836,0.23212,0.147122,0.243456,0.376176,0.114716,0.187264,0.35349
contact_rich_insertion,low_level_skill_anomaly,budget_exhaustion_shift,4,0.809836,0.23212,0.147122,0.243456,0.376176,0.114716,0.187264,0.35349
contact_rich_insertion,low_level_skill_anomaly,budget_exhaustion_shift,5,0.809836,0.23212,0.147122,0.243456,0.376176,0.114716,0.187264,0.35349
contact_rich_insertion,low_level_skill_anomaly,budget_exhaustion_shift,6,0.809836,0.23212,0.147122,0.243456,0.376176,0.114716,0.187264,0.35349
contact_rich_insertion,low_level_skill_anomaly,budget_exhaustion_shift,7,0.809836,0.23212,0.147122,0.243456,0.376176,0.114716,0.187264,0.35349
contact_rich_insertion,low_level_skill_anomaly,budget_exhaustion_shift,8,0.809836,0.23212,0.147122,0.243456,0.376176,0.114716,0.187264,0.35349
contact_rich_insertion,low_level_skill_anomaly,budget_exhaustion_shift,9,0.809836,0.23212,0.147122,0.243456,0.376176,0.114716,0.187264,0.35349
contact_rich_insertion,low_level_skill_anomaly,cross_level_cascade_shift,0,0.889397,0.254892,0.165496,0.282336,0.348432,0.120108,0.196768,0.407597
contact_rich_insertion,low_level_skill_anomaly,cross_level_cascade_shift,1,0.889397,0.254892,0.165496,0.282336,0.348432,0.120108,0.196768,0.407597
contact_rich_insertion,low_level_skill_anomaly,cross_level_cascade_shift,2,0.889397,0.254892,0.165496,0.282336,0.348432,0.120108,0.196768,0.407597
contact_rich_insertion,low_level_skill_anomaly,cross_level_cascade_shift,3,0.889397,0.254892,0.165496,0.282336,0.348432,0.120108,0.196768,0.407597
contact_rich_insertion,low_level_skill_anomaly,cross_level_cascade_shift,4,0.889397,0.254892,0.165496,0.282336,0.348432,0.120108,0.196768,0.407597
contact_rich_insertion,low_level_skill_anomaly,cross_level_cascade_shift,5,0.889397,0.254892,0.165496,0.282336,0.348432,0.120108,0.196768,0.407597
contact_rich_insertion,low_level_skill_anomaly,cross_level_cascade_shift,6,0.889397,0.254892,0.165496,0.282336,0.348432,0.120108,0.196768,0.407597
contact_rich_insertion,low_level_skill_anomaly,cross_level_cascade_shift,7,0.889397,0.254892,0.165496,0.282336,0.348432,0.120108,0.196768,0.407597
contact_rich_insertion,low_level_skill_anomaly,cross_level_cascade_shift,8,0.889397,0.254892,0.165496,0.282336,0.348432,0.120108,0.196768,0.407597
contact_rich_insertion,low_level_skill_anomaly,cross_level_cascade_shift,9,0.889397,0.254892,0.165496,0.282336,0.348432,0.120108,0.196768,0.407597
contact_rich_insertion,low_level_skill_anomaly,combined_extreme,0,0.945937,0.269052,0.176521,0.29184,0.382704,0.134035,0.2288,0.420227
contact_rich_insertion,low_level_skill_anomaly,combined_extreme,1,0.945937,0.269052,0.176521,0.29184,0.382704,0.134035,0.2288,0.420227
contact_rich_insertion,low_level_skill_anomaly,combined_extreme,2,0.945937,0.269052,0.176521,0.29184,0.382704,0.134035,0.2288,0.420227
contact_rich_insertion,low_level_skill_anomaly,combined_extreme,3,0.945937,0.269052,0.176521,0.29184,0.382704,0.134035,0.2288,0.420227
contact_rich_insertion,low_level_skill_anomaly,combined_extreme,4,0.945937,0.269052,0.176521,0.29184,0.382704,0.134035,0.2288,0.420227
contact_rich_insertion,low_level_skill_anomaly,combined_extreme,5,0.945937,0.269052,0.176521,0.29184,0.382704,0.134035,0.2288,0.420227
contact_rich_insertion,low_level_skill_anomaly,combined_extreme,6,0.945937,0.269052,0.176521,0.29184,0.382704,0.134035,0.2288,0.420227
contact_rich_insertion,low_level_skill_anomaly,combined_extreme,7,0.945937,0.269052,0.176521,0.29184,0.382704,0.134035,0.2288,0.420227
contact_rich_insertion,low_level_skill_anomaly,combined_extreme,8,0.945937,0.269052,0.176521,0.29184,0.382704,0.134035,0.2288,0.420227
contact_rich_insertion,low_level_skill_anomaly,combined_extreme,9,0.945937,0.269052,0.176521,0.29184,0.382704,0.134035,0.2288,0.420227
contact_rich_insertion,mid_level_subgoal_corruption,nominal,0,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493
contact_rich_insertion,mid_level_subgoal_corruption,nominal,1,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493
contact_rich_insertion,mid_level_subgoal_corruption,nominal,2,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493
contact_rich_insertion,mid_level_subgoal_corruption,nominal,3,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493
contact_rich_insertion,mid_level_subgoal_corruption,nominal,4,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493
contact_rich_insertion,mid_level_subgoal_corruption,nominal,5,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493
contact_rich_insertion,mid_level_subgoal_corruption,nominal,6,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493
contact_rich_insertion,mid_level_subgoal_corruption,nominal,7,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493
contact_rich_insertion,mid_level_subgoal_corruption,nominal,8,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493
contact_rich_insertion,mid_level_subgoal_corruption,nominal,9,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493
contact_rich_insertion,mid_level_subgoal_corruption,local_anomaly_shift,0,0.436742,0.59616,0.230335,0.31328,0.341136,0.117324,0.184128,0.30274
contact_rich_insertion,mid_level_subgoal_corruption,local_anomaly_shift,1,0.436742,0.59616,0.230335,0.31328,0.341136,0.117324,0.184128,0.30274
contact_rich_insertion,mid_level_subgoal_corruption,local_anomaly_shift,2,0.436742,0.59616,0.230335,0.31328,0.341136,0.117324,0.184128,0.30274
contact_rich_insertion,mid_level_subgoal_corruption,local_anomaly_shift,3,0.436742,0.59616,0.230335,0.31328,0.341136,0.117324,0.184128,0.30274
contact_rich_insertion,mid_level_subgoal_corruption,local_anomaly_shift,4,0.436742,0.59616,0.230335,0.31328,0.341136,0.117324,0.184128,0.30274
contact_rich_insertion,mid_level_subgoal_corruption,local_anomaly_shift,5,0.436742,0.59616,0.230335,0.31328,0.341136,0.117324,0.184128,0.30274
contact_rich_insertion,mid_level_subgoal_corruption,local_anomaly_shift,6,0.436742,0.59616,0.230335,0.31328,0.341136,0.117324,0.184128,0.30274
contact_rich_insertion,mid_level_subgoal_corruption,local_anomaly_shift,7,0.436742,0.59616,0.230335,0.31328,0.341136,0.117324,0.184128,0.30274
contact_rich_insertion,mid_level_subgoal_corruption,local_anomaly_shift,8,0.436742,0.59616,0.230335,0.31328,0.341136,0.117324,0.184128,0.30274
contact_rich_insertion,mid_level_subgoal_corruption,local_anomaly_shift,9,0.436742,0.59616,0.230335,0.31328,0.341136,0.117324,0.184128,0.30274
contact_rich_insertion,mid_level_subgoal_corruption,subgoal_corruption_shift,0,0.332804,0.876355,0.27394,0.365552,0.372416,0.131327,0.19712,0.345084
contact_rich_insertion,mid_level_subgoal_corruption,subgoal_corruption_shift,1,0.332804,0.876355,0.27394,0.365552,0.372416,0.131327,0.19712,0.345084
contact_rich_insertion,mid_level_subgoal_corruption,subgoal_corruption_shift,2,0.332804,0.876355,0.27394,0.365552,0.372416,0.131327,0.19712,0.345084
contact_rich_insertion,mid_level_subgoal_corruption,subgoal_corruption_shift,3,0.332804,0.876355,0.27394,0.365552,0.372416,0.131327,0.19712,0.345084
contact_rich_insertion,mid_level_subgoal_corruption,subgoal_corruption_shift,4,0.332804,0.876355,0.27394,0.365552,0.372416,0.131327,0.19712,0.345084
contact_rich_insertion,mid_level_subgoal_corruption,subgoal_corruption_shift,5,0.332804,0.876355,0.27394,0.365552,0.372416,0.131327,0.19712,0.345084
contact_rich_insertion,mid_level_subgoal_corruption,subgoal_corruption_shift,6,0.332804,0.876355,0.27394,0.365552,0.372416,0.131327,0.19712,0.345084
contact_rich_insertion,mid_level_subgoal_corruption,subgoal_corruption_shift,7,0.332804,0.876355,0.27394,0.365552,0.372416,0.131327,0.19712,0.345084
contact_rich_insertion,mid_level_subgoal_corruption,subgoal_corruption_shift,8,0.332804,0.876355,0.27394,0.365552,0.372416,0.131327,0.19712,0.345084
contact_rich_insertion,mid_level_subgoal_corruption,subgoal_corruption_shift,9,0.332804,0.876355,0.27394,0.365552,0.372416,0.131327,0.19712,0.345084
contact_rich_insertion,mid_level_subgoal_corruption,delayed_observation_shift,0,0.360736,0.75911,0.296145,0.444752,0.412528,0.187337,0.219968,0.374937
contact_rich_insertion,mid_level_subgoal_corruption,delayed_observation_shift,1,0.360736,0.75911,0.296145,0.444752,0.412528,0.187337,0.219968,0.374937
contact_rich_insertion,mid_level_subgoal_corruption,delayed_observation_shift,2,0.360736,0.75911,0.296145,0.444752,0.412528,0.187337,0.219968,0.374937
contact_rich_insertion,mid_level_subgoal_corruption,delayed_observation_shift,3,0.360736,0.75911,0.296145,0.444752,0.412528,0.187337,0.219968,0.374937
contact_rich_insertion,mid_level_subgoal_corruption,delayed_observation_shift,4,0.360736,0.75911,0.296145,0.444752,0.412528,0.187337,0.219968,0.374937
contact_rich_insertion,mid_level_subgoal_corruption,delayed_observation_shift,5,0.360736,0.75911,0.296145,0.444752,0.412528,0.187337,0.219968,0.374937
contact_rich_insertion,mid_level_subgoal_corruption,delayed_observation_shift,6,0.360736,0.75911,0.296145,0.444752,0.412528,0.187337,0.219968,0.374937
contact_rich_insertion,mid_level_subgoal_corruption,delayed_observation_shift,7,0.360736,0.75911,0.296145,0.444752,0.412528,0.187337,0.219968,0.374937
contact_rich_insertion,mid_level_subgoal_corruption,delayed_observation_shift,8,0.360736,0.75911,0.296145,0.444752,0.412528,0.187337,0.219968,0.374937
contact_rich_insertion,mid_level_subgoal_corruption,delayed_observation_shift,9,0.360736,0.75911,0.296145,0.444752,0.412528,0.187337,0.219968,0.374937
contact_rich_insertion,mid_level_subgoal_corruption,false_halt_shift,0,0.363613,0.704131,0.277418,0.367136,0.381984,0.138965,0.300608,0.341028
contact_rich_insertion,mid_level_subgoal_corruption,false_halt_shift,1,0.363613,0.704131,0.277418,0.367136,0.381984,0.138965,0.300608,0.341028
contact_rich_insertion,mid_level_subgoal_corruption,false_halt_shift,2,0.363613,0.704131,0.277418,0.367136,0.381984,0.138965,0.300608,0.341028
contact_rich_insertion,mid_level_subgoal_corruption,false_halt_shift,3,0.363613,0.704131,0.277418,0.367136,0.381984,0.138965,0.300608,0.341028
contact_rich_insertion,mid_level_subgoal_corruption,false_halt_shift,4,0.363613,0.704131,0.277418,0.367136,0.381984,0.138965,0.300608,0.341028
contact_rich_insertion,mid_level_subgoal_corruption,false_halt_shift,5,0.363613,0.704131,0.277418,0.367136,0.381984,0.138965,0.300608,0.341028
contact_rich_insertion,mid_level_subgoal_corruption,false_halt_shift,6,0.363613,0.704131,0.277418,0.367136,0.381984,0.138965,0.300608,0.341028
contact_rich_insertion,mid_level_subgoal_corruption,false_halt_shift,7,0.363613,0.704131,0.277418,0.367136,0.381984,0.138965,0.300608,0.341028
contact_rich_insertion,mid_level_subgoal_corruption,false_halt_shift,8,0.363613,0.704131,0.277418,0.367136,0.381984,0.138965,0.300608,0.341028
contact_rich_insertion,mid_level_subgoal_corruption,false_halt_shift,9,0.363613,0.704131,0.277418,0.367136,0.381984,0.138965,0.300608,0.341028
contact_rich_insertion,mid_level_subgoal_corruption,budget_exhaustion_shift,0,0.404918,0.803491,0.310591,0.446336,0.508944,0.162515,0.238336,0.399597
contact_rich_insertion,mid_level_subgoal_corruption,budget_exhaustion_shift,1,0.404918,0.803491,0.310591,0.446336,0.508944,0.162515,0.238336,0.399597
contact_rich_insertion,mid_level_subgoal_corruption,budget_exhaustion_shift,2,0.404918,0.803491,0.310591,0.446336,0.508944,0.162515,0.238336,0.399597
contact_rich_insertion,mid_level_subgoal_corruption,budget_exhaustion_shift,3,0.404918,0.803491,0.310591,0.446336,0.508944,0.162515,0.238336,0.399597
contact_rich_insertion,mid_level_subgoal_corruption,budget_exhaustion_shift,4,0.404918,0.803491,0.310591,0.446336,0.508944,0.162515,0.238336,0.399597
contact_rich_insertion,mid_level_subgoal_corruption,budget_exhaustion_shift,5,0.404918,0.803491,0.310591,0.446336,0.508944,0.162515,0.238336,0.399597
contact_rich_insertion,mid_level_subgoal_corruption,budget_exhaustion_shift,6,0.404918,0.803491,0.310591,0.446336,0.508944,0.162515,0.238336,0.399597
contact_rich_insertion,mid_level_subgoal_corruption,budget_exhaustion_shift,7,0.404918,0.803491,0.310591,0.446336,0.508944,0.162515,0.238336,0.399597
contact_rich_insertion,mid_level_subgoal_corruption,budget_exhaustion_shift,8,0.404918,0.803491,0.310591,0.446336,0.508944,0.162515,0.238336,0.399597
contact_rich_insertion,mid_level_subgoal_corruption,budget_exhaustion_shift,9,0.404918,0.803491,0.310591,0.446336,0.508944,0.162515,0.238336,0.399597
contact_rich_insertion,mid_level_subgoal_corruption,cross_level_cascade_shift,0,0.444699,0.882317,0.349381,0.517616,0.471408,0.170152,0.250432,0.460762
contact_rich_insertion,mid_level_subgoal_corruption,cross_level_cascade_shift,1,0.444699,0.882317,0.349381,0.517616,0.471408,0.170152,0.250432,0.460762
contact_rich_insertion,mid_level_subgoal_corruption,cross_level_cascade_shift,2,0.444699,0.882317,0.349381,0.517616,0.471408,0.170152,0.250432,0.460762
contact_rich_insertion,mid_level_subgoal_corruption,cross_level_cascade_shift,3,0.444699,0.882317,0.349381,0.517616,0.471408,0.170152,0.250432,0.460762
contact_rich_insertion,mid_level_subgoal_corruption,cross_level_cascade_shift,4,0.444699,0.882317,0.349381,0.517616,0.471408,0.170152,0.250432,0.460762
contact_rich_insertion,mid_level_subgoal_corruption,cross_level_cascade_shift,5,0.444699,0.882317,0.349381,0.517616,0.471408,0.170152,0.250432,0.460762
contact_rich_insertion,mid_level_subgoal_corruption,cross_level_cascade_shift,6,0.444699,0.882317,0.349381,0.517616,0.471408,0.170152,0.250432,0.460762
contact_rich_insertion,mid_level_subgoal_corruption,cross_level_cascade_shift,7,0.444699,0.882317,0.349381,0.517616,0.471408,0.170152,0.250432,0.460762
contact_rich_insertion,mid_level_subgoal_corruption,cross_level_cascade_shift,8,0.444699,0.882317,0.349381,0.517616,0.471408,0.170152,0.250432,0.460762
contact_rich_insertion,mid_level_subgoal_corruption,cross_level_cascade_shift,9,0.444699,0.882317,0.349381,0.517616,0.471408,0.170152,0.250432,0.460762
contact_rich_insertion,mid_level_subgoal_corruption,combined_extreme,0,0.472968,0.931334,0.372655,0.53504,0.517776,0.189883,0.2912,0.475039
contact_rich_insertion,mid_level_subgoal_corruption,combined_extreme,1,0.472968,0.931334,0.372655,0.53504,0.517776,0.189883,0.2912,0.475039
contact_rich_insertion,mid_level_subgoal_corruption,combined_extreme,2,0.472968,0.931334,0.372655,0.53504,0.517776,0.189883,0.2912,0.475039
contact_rich_insertion,mid_level_subgoal_corruption,combined_extreme,3,0.472968,0.931334,0.372655,0.53504,0.517776,0.189883,0.2912,0.475039
contact_rich_insertion,mid_level_subgoal_corruption,combined_extreme,4,0.472968,0.931334,0.372655,0.53504,0.517776,0.189883,0.2912,0.475039
contact_rich_insertion,mid_level_subgoal_corruption,combined_extreme,5,0.472968,0.931334,0.372655,0.53504,0.517776,0.189883,0.2912,0.475039
contact_rich_insertion,mid_level_subgoal_corruption,combined_extreme,6,0.472968,0.931334,0.372655,0.53504,0.517776,0.189883,0.2912,0.475039
contact_rich_insertion,mid_level_subgoal_corruption,combined_extreme,7,0.472968,0.931334,0.372655,0.53504,0.517776,0.189883,0.2912,0.475039
contact_rich_insertion,mid_level_subgoal_corruption,combined_extreme,8,0.472968,0.931334,0.372655,0.53504,0.517776,0.189883,0.2912,0.475039
contact_rich_insertion,mid_level_subgoal_corruption,combined_extreme,9,0.472968,0.931334,0.372655,0.53504,0.517776,0.189883,0.2912,0.475039
contact_rich_insertion,high_level_task_state_drift,nominal,0,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357
contact_rich_insertion,high_level_task_state_drift,nominal,1,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357
contact_rich_insertion,high_level_task_state_drift,nominal,2,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357
contact_rich_insertion,high_level_task_state_drift,nominal,3,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357
contact_rich_insertion,high_level_task_state_drift,nominal,4,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357
contact_rich_insertion,high_level_task_state_drift,nominal,5,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357
contact_rich_insertion,high_level_task_state_drift,nominal,6,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357
contact_rich_insertion,high_level_task_state_drift,nominal,7,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357
contact_rich_insertion,high_level_task_state_drift,nominal,8,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357
contact_rich_insertion,high_level_task_state_drift,nominal,9,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357
contact_rich_insertion,high_level_task_state_drift,local_anomaly_shift,0,0.32281,0.384192,0.557652,0.39872,0.385632,0.14493,0.223584,0.360959
contact_rich_insertion,high_level_task_state_drift,local_anomaly_shift,1,0.32281,0.384192,0.557652,0.39872,0.385632,0.14493,0.223584,0.360959
contact_rich_insertion,high_level_task_state_drift,local_anomaly_shift,2,0.32281,0.384192,0.557652,0.39872,0.385632,0.14493,0.223584,0.360959
contact_rich_insertion,high_level_task_state_drift,local_anomaly_shift,3,0.32281,0.384192,0.557652,0.39872,0.385632,0.14493,0.223584,0.360959
contact_rich_insertion,high_level_task_state_drift,local_anomaly_shift,4,0.32281,0.384192,0.557652,0.39872,0.385632,0.14493,0.223584,0.360959
contact_rich_insertion,high_level_task_state_drift,local_anomaly_shift,5,0.32281,0.384192,0.557652,0.39872,0.385632,0.14493,0.223584,0.360959
contact_rich_insertion,high_level_task_state_drift,local_anomaly_shift,6,0.32281,0.384192,0.557652,0.39872,0.385632,0.14493,0.223584,0.360959
contact_rich_insertion,high_level_task_state_drift,local_anomaly_shift,7,0.32281,0.384192,0.557652,0.39872,0.385632,0.14493,0.223584,0.360959
contact_rich_insertion,high_level_task_state_drift,local_anomaly_shift,8,0.32281,0.384192,0.557652,0.39872,0.385632,0.14493,0.223584,0.360959
contact_rich_insertion,high_level_task_state_drift,local_anomaly_shift,9,0.32281,0.384192,0.557652,0.39872,0.385632,0.14493,0.223584,0.360959
contact_rich_insertion,high_level_task_state_drift,subgoal_corruption_shift,0,0.245986,0.564762,0.663224,0.465248,0.420992,0.162228,0.23936,0.411447
contact_rich_insertion,high_level_task_state_drift,subgoal_corruption_shift,1,0.245986,0.564762,0.663224,0.465248,0.420992,0.162228,0.23936,0.411447
contact_rich_insertion,high_level_task_state_drift,subgoal_corruption_shift,2,0.245986,0.564762,0.663224,0.465248,0.420992,0.162228,0.23936,0.411447
contact_rich_insertion,high_level_task_state_drift,subgoal_corruption_shift,3,0.245986,0.564762,0.663224,0.465248,0.420992,0.162228,0.23936,0.411447
contact_rich_insertion,high_level_task_state_drift,subgoal_corruption_shift,4,0.245986,0.564762,0.663224,0.465248,0.420992,0.162228,0.23936,0.411447
contact_rich_insertion,high_level_task_state_drift,subgoal_corruption_shift,5,0.245986,0.564762,0.663224,0.465248,0.420992,0.162228,0.23936,0.411447
contact_rich_insertion,high_level_task_state_drift,subgoal_corruption_shift,6,0.245986,0.564762,0.663224,0.465248,0.420992,0.162228,0.23936,0.411447
