ablation,split,task,regime,seed,episode,episodes_per_cell,success,containment_rate,cascade_rate,state_corruption,subgoal_corruption,damage_rate,false_halt,missed_failure,recovery_success,escalation_precision,containment_latency,ece,regret,utility,predicted_containment_risk
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,2,0,6,1,0,0,0,0,0,0,0,0,1,0.342132,0.002,0,0.981441,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,2,1,6,1,1,0,0,0,0,0,0,0,1,0.337695,0.002,0,1.08706,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,2,2,6,0,0,0,0,0,0,0,0,0,1,0.35168,0.002,0,-0.0198952,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,2,3,6,1,1,0,0,0,0,0,0,1,1,0.339608,0.002,0,1.15679,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,2,4,6,1,1,0,0,0,0,0,0,1,1,0.323655,0.002,0,1.15903,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,2,5,6,1,1,0,0,0,0,0,0,0,1,0.321683,0.002,0,1.0893,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,3,0,6,1,1,0,0,0,0,0,0,0,1,0.320329,0.00357099,0,1.08937,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,3,1,6,1,1,0,0,0,0,0,0,1,1,0.355607,0.0059882,0,1.15424,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,3,2,6,0,0,0,0,0,0,0,0,1,1,0.333668,0.002,0,0.0526265,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,3,3,6,1,1,0,0,0,0,0,0,1,1,0.326357,0.002,0,1.15865,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,3,4,6,1,1,0,0,0,0,0,0,1,0,0.357315,0.00365524,0,1.11218,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,3,5,6,0,1,0,0,0,0,0,0,0,1,0.362115,0.002,0.001428,0.0836439,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,4,0,6,1,1,0,0,0,0,0,0,1,1,0.325772,0.00759288,0,1.15828,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,4,1,6,1,1,0,0,0,0,0,0,1,1,0.36173,0.002,0,1.1537,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,4,2,6,1,0,0,0,0,0,0,0,1,1,0.351828,0.00226493,0,1.05006,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,4,3,6,1,0,0,0,0,0,0,0,1,0,0.32312,0.00201325,0,1.0121,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,4,4,6,1,1,0,0,0,0,0,0,1,1,0.358747,0.002,0,1.15412,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,4,5,6,1,0,0,0,0,0,0,0,0,1,0.322358,0.00411596,0,0.984041,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,5,0,6,1,1,0,0,0,0,0,0,1,1,0.309226,0.0026886,0,1.16099,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,5,1,6,1,1,0,0,0,0,0,0,1,1,0.341588,0.002,0,1.15652,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,5,2,6,0,0,0,0,0,0,0,0,1,1,0.334657,0.002,0,0.0524881,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,5,3,6,0,1,0,0,0,0,0,0,0,1,0.342991,0.002,0,0.0863213,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,5,4,6,1,0,0,0,0,0,0,0,1,1,0.339981,0.002,0,1.05174,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,5,5,6,1,0,0,0,0,0,0,0,0,1,0.336753,0.002,0,0.982195,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,6,0,6,0,1,0,0,0,0,0,0,1,0,0.34494,0.00394944,0,0.113892,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,6,1,6,1,0,0,0,0,0,0,0,1,1,0.375151,0.002,0,1.04682,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,6,2,6,1,1,0,0,0,0,0,0,1,0,0.340446,0.002,0,1.11468,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,6,3,6,1,0,0,0,0,0,0,0,1,1,0.343795,0.002,0,1.05121,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,6,4,6,0,1,0,0,0,0,0,0,1,1,0.326442,0.002,0,0.158638,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,6,5,6,1,1,0,0,0,0,0,0,0,1,0.338383,0.002,0,1.08697,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,7,0,6,1,1,0,0,0,0,0,0,0,1,0.359503,0.00228237,0,1.08399,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,7,1,6,1,1,0,0,0,0,0,0,1,0,0.353965,0.002,0,1.11278,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,7,2,6,1,0,0,0,0,0,0,0,0,0,0.314542,0.002,0,0.943304,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,7,3,6,1,0,0,0,0,0,0,0,1,1,0.32196,0.002,0,1.05427,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,7,4,6,1,1,0,0,0,0,0,0,1,1,0.344674,0.002,0,1.15609,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,7,5,6,1,1,0,0,0,0,0,0,1,1,0.336882,0.002,0,1.15718,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,8,0,6,0,1,0,0,0,0,0,0,1,1,0.320978,0.00527527,0,0.159141,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,8,1,6,1,0,0,0,0,0,0,0,0,1,0.34452,0.00393174,0,0.980953,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,8,2,6,1,1,0,0,0,0,0,0,1,0,0.326927,0.002,0,1.11657,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,8,3,6,1,1,0,0,0,0,0,0,0,1,0.341674,0.002,0,1.08651,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,8,4,6,1,1,0,0,0,0,0,0,1,1,0.320146,0.00450164,0,1.15932,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,8,5,6,1,1,0,0,0,0,0,0,1,0,0.3361,0.00315755,0,1.11519,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,9,0,6,1,1,0,0,0,0,0,0,0,1,0.329063,0.002,0.007143,1.08827,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,9,1,6,1,0,0,0,0,0,0,0,1,0,0.318181,0.00332676,0,1.01269,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,9,2,6,1,0,0,0,0,0,0,0,1,1,0.312885,0.002,0,1.05554,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,9,3,6,1,0,0,0,0,0,0,0,0,0,0.335982,0.002,0,0.940303,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,9,4,6,1,0,0,0,0,0,0,0,1,1,0.330324,0.002,0,1.05309,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,low_level_skill_anomaly,9,5,6,0,1,0,0,0,0,0,0,1,0,0.338882,0.002,0,0.114897,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,0,0,6,0,1,0,0,0,0,0,0,0,1,0.41968,0.00248686,0,0.0755459,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,0,1,6,1,0,0,0,0,0,0,0,1,1,0.422594,0.002,0,1.04018,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,0,2,6,1,0,0,0,0,0,0,0,1,1,0.419809,0.002,0,1.04057,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,0,3,6,1,1,0,0,0,0,0,1,1,0,0.411344,0.00240641,0,0.644719,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,0,4,6,0,1,0,0,0,0,0,0,1,1,0.383693,0.00320926,0,0.150526,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,0,5,6,1,0,0,0,0,0,0,0,1,1,0.412366,0.002,0,1.04161,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,1,0,6,1,1,0,0,0,0,0,0,0,1,0.422195,0.002,0,1.07523,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,1,1,6,0,1,0,0,0,0,0,0,1,1,0.414641,0.002,0,0.14629,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,1,2,6,1,1,0,0,0,0,0,0,1,1,0.433597,0.002,0,1.14364,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,1,3,6,1,1,0,0,0,0,0,0,0,1,0.394643,0.002,0,1.07909,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,1,4,6,1,1,0,0,0,0,0,0,1,1,0.418001,0.00276706,0,1.14576,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,1,5,6,1,1,0,0,0,0,0,0,1,0,0.385957,0.002,0.001322,1.10831,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,2,0,6,0,0,0,0,0,0,0,0,1,0,0.405424,0.00421736,0,0.000403236,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,2,1,6,0,1,0,0,0,0,0,0,1,1,0.396305,0.002,0,0.148857,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,2,2,6,1,0,0,0,0,0,0,1,0,1,0.385494,0.00308816,0,0.515284,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,2,3,6,1,0,0,0,0,0,0,0,0,1,0.421315,0.00295433,0,0.97028,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,2,4,6,1,0,0,0,0,0,0,0,1,0,0.396324,0.00702463,0,1.00145,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,2,5,6,1,0,0,0,0,0,0,0,1,1,0.412461,0.00526857,0,1.04133,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,3,0,6,1,1,0,0,0,0,0,1,1,1,0.419002,0.002,0,0.68568,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,3,1,6,1,0,0,0,0,0,0,0,1,1,0.401619,0.00304127,0,1.04303,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,3,2,6,1,1,1,0,0,0,0,0,1,0,0.421378,0.002,0,0.483347,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,3,3,6,0,1,0,0,0,0,0,0,0,1,0.389921,0.00456322,0,0.079546,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,3,4,6,1,1,0,0,0,0,0,0,0,1,0.406926,0.002,0,1.07737,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,3,5,6,1,1,0,0,0,0,0,0,1,1,0.402476,0.00471624,0,1.14778,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,4,0,6,1,1,0,0,0,0,0,0,0,1,0.419574,0.002,0,1.0756,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,4,1,6,1,1,0,0,0,0,0,0,0,1,0.398059,0.002,0,1.07861,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,4,2,6,1,0,0,0,0,0,0,0,1,1,0.397844,0.0035608,0,1.04352,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,4,3,6,0,0,0,0,0,0,0,0,1,0,0.40986,0.002,0,-4.04091e-05,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,4,4,6,1,1,0,0,0,0,0,0,1,1,0.388348,0.00268844,0,1.14992,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,4,5,6,1,1,0,0,0,0,0,0,1,1,0.409866,0.00206989,0,1.14695,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,5,0,6,1,1,0,0,0,0,0,0,0,1,0.390098,0.00380572,0,1.07958,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,5,1,6,1,0,0,0,0,0,0,0,1,1,0.437077,0.002,0,1.03815,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,5,2,6,1,1,0,0,0,0,0,1,0,1,0.408671,0.002,0,0.617126,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,5,3,6,1,1,0,0,0,0,0,0,0,1,0.40488,0.00610107,0,1.07733,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,5,4,6,1,1,0,0,0,0,0,1,0,1,0.40491,0.00390177,0,0.6175,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,5,5,6,1,1,0,0,0,0,0,0,1,1,0.407884,0.00352849,0,1.14711,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,6,0,6,1,1,0,0,0,0,0,0,1,1,0.434611,0.00892662,0,1.14294,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,6,1,6,0,0,0,0,0,0,0,0,1,1,0.377511,0.0029016,0,0.0464164,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,6,2,6,0,1,0,0,0,0,0,0,0,1,0.393456,0.002,0,0.0792561,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,6,3,6,1,0,0,0,0,0,0,0,0,0,0.401382,0.002,0,0.931147,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,6,4,6,1,1,0,0,0,0,0,0,0,1,0.386755,0.00297595,0,1.08012,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,6,5,6,1,1,0,0,0,0,0,0,1,1,0.397571,0.00229878,0,1.14866,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,7,0,6,1,0,0,0,0,0,0,0,1,1,0.413327,0.00407208,0,1.04131,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,7,1,6,1,1,0,0,0,0,0,0,1,1,0.385839,0.002,0,1.15032,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,7,2,6,1,1,0,0,0,0,0,0,1,1,0.413188,0.00300334,0,1.14641,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,7,3,6,1,1,0,0,0,0,0,0,0,1,0.394253,0.00269578,0,1.07909,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,7,4,6,1,1,0,0,0,0,0,0,1,1,0.41348,0.002,0,1.14645,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,7,5,6,1,1,0,0,0,0,0,0,1,0,0.411731,0.0086709,0,1.10416,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,8,0,6,1,1,0,0,0,0,0,0,0,1,0.3925,0.002,0,1.07939,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,8,1,6,1,1,0,0,0,0,0,0,0,1,0.404041,0.002,0,1.07777,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,8,2,6,0,0,0,0,0,0,0,0,1,1,0.436153,0.002,0,0.0382786,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,8,3,6,1,1,0,0,0,0,0,0,1,1,0.425649,0.002,0,1.14475,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,8,4,6,1,1,0,0,0,0,0,0,0,1,0.392088,0.002,0,1.07945,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,8,5,6,1,1,0,0,0,0,0,0,1,1,0.41193,0.00207515,0,1.14666,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,9,0,6,1,0,0,0,0,0,0,0,0,1,0.416869,0.002,0,0.970978,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,9,1,6,0,0,0,0,0,0,0,0,0,1,0.432924,0.002,0,-0.0312694,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,9,2,6,1,1,0,0,0,0,0,0,1,1,0.402595,0.00481201,0,1.14775,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,9,3,6,1,1,0,0,0,0,0,0,0,1,0.382288,0.002,0,1.08082,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,9,4,6,1,0,0,0,0,0,0,0,0,1,0.395499,0.002,0,0.97397,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,mid_level_subgoal_corruption,9,5,6,1,1,0,0,0,0,0,0,1,1,0.436179,0.002,0,1.14327,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,0,0,6,1,1,0,0,0,0,0,0,1,1,0.456975,0.0022183,0,1.14035,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,0,1,6,1,0,0,0,0,0,0,1,1,0,0.482076,0.00413254,0,0.529679,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,0,2,6,1,0,0,0,0,0,0,0,1,1,0.472825,0.00835551,0,1.03264,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,0,3,6,1,1,0,0,0,0,0,0,0,1,0.452236,0.002,0,1.07103,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,0,4,6,1,0,0,0,0,0,0,0,1,1,0.474441,0.002,0.00304,1.03292,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,0,5,6,1,1,0,0,0,0,0,0,1,0,0.434798,0.00473745,0,1.10125,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,1,0,6,0,1,0,0,0,0,0,0,1,0,0.447579,0.002,0,0.0996789,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,1,1,6,1,0,0,0,0,0,0,0,1,1,0.444687,0.00311139,0,1.03699,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,1,2,6,0,0,0,0,0,0,0,0,0,1,0.453549,0.00414012,0,-0.034328,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,1,3,6,1,0,0,0,0,0,0,0,1,0,0.443097,0.002,0,0.995306,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,1,4,6,1,1,1,0,0,0,0,0,1,1,0.454269,0.002,0,0.520742,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,1,5,6,1,1,0,0,0,0,0,0,0,1,0.452532,0.00470103,0,1.07077,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,2,0,6,1,0,0,0,0,0,0,0,0,1,0.457394,0.002,0,0.965305,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,2,1,6,1,0,0,0,0,0,0,0,0,0,0.445659,0.002,0,0.924948,0
full_risk_calibrated_hierarchical_containment_v5,subgoal_corruption_shift,contact_rich_insertion,high_level_task_state_drift,2,2,6,0,0,0,0,0,0,0,0,1,0,0.458892,0.00684116,0,-0.00729222,0
