method,split,task,regime,seed,episodes,low_load,mid_load,high_load,cascade_load,budget_load,delay_load,false_halt_load,damage_load,success,containment_rate,cascade_rate,state_corruption,subgoal_corruption,damage_rate,false_halt,missed_failure,recovery_success,escalation_precision,containment_latency,ece,regret,utility
flat_behavior_clone,nominal,contact_rich_insertion,mid_level_subgoal_corruption,6,6,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493,0.166667,0.166667,0.0,0.166667,0.0,0.166667,0.166667,0.666667,0.0,0.166667,0.816209,0.082556,0.833333,-0.576707
flat_behavior_clone,nominal,contact_rich_insertion,mid_level_subgoal_corruption,7,6,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493,0.5,0.166667,0.166667,0.166667,0.5,0.166667,0.0,0.5,0.5,0.166667,0.828126,0.081915,0.5,-0.393324
flat_behavior_clone,nominal,contact_rich_insertion,mid_level_subgoal_corruption,8,6,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493,0.5,0.0,0.0,0.0,0.333333,0.0,0.166667,0.333333,0.5,0.166667,0.831836,0.083034,0.5,0.0369
flat_behavior_clone,nominal,contact_rich_insertion,mid_level_subgoal_corruption,9,6,0.253751,0.472954,0.18927,0.260216,0.25116,0.09282,0.14672,0.238493,0.333333,0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.333333,0.333333,0.333333,0.825979,0.085824,0.5,-0.245503
flat_behavior_clone,nominal,contact_rich_insertion,high_level_task_state_drift,0,6,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357,0.666667,0.166667,0.333333,0.333333,0.166667,0.166667,0.0,0.333333,0.166667,0.5,0.856512,0.091713,0.333333,-0.204082
flat_behavior_clone,nominal,contact_rich_insertion,high_level_task_state_drift,1,6,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357,0.666667,0.166667,0.5,0.5,0.0,0.166667,0.0,0.166667,0.333333,0.0,0.844236,0.089356,0.333333,-0.251508
flat_behavior_clone,nominal,contact_rich_insertion,high_level_task_state_drift,2,6,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357,0.333333,0.0,0.166667,0.5,0.166667,0.0,0.0,0.5,0.166667,0.0,0.847073,0.089866,0.666667,-0.46278
flat_behavior_clone,nominal,contact_rich_insertion,high_level_task_state_drift,3,6,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357,0.833333,0.0,0.666667,0.0,0.333333,0.0,0.166667,0.333333,0.0,0.166667,0.842739,0.089784,0.166667,-0.080166
flat_behavior_clone,nominal,contact_rich_insertion,high_level_task_state_drift,4,6,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357,0.0,0.0,0.166667,0.166667,0.166667,0.0,0.0,0.333333,0.166667,0.333333,0.868185,0.092541,1.0,-0.528616
flat_behavior_clone,nominal,contact_rich_insertion,high_level_task_state_drift,5,6,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357,0.5,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.5,0.5,0.333333,0.849079,0.090601,0.5,-0.219119
flat_behavior_clone,nominal,contact_rich_insertion,high_level_task_state_drift,6,6,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357,0.666667,0.0,0.166667,0.333333,0.166667,0.166667,0.0,0.5,0.0,0.0,0.847456,0.093396,0.333333,-0.226449
flat_behavior_clone,nominal,contact_rich_insertion,high_level_task_state_drift,7,6,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357,0.0,0.0,0.166667,0.333333,0.0,0.166667,0.166667,0.5,0.0,0.166667,0.838899,0.090561,1.0,-0.881357
flat_behavior_clone,nominal,contact_rich_insertion,high_level_task_state_drift,8,6,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357,0.5,0.5,0.166667,0.166667,0.0,0.0,0.166667,0.5,0.0,0.0,0.846492,0.090637,0.333333,-0.071927
flat_behavior_clone,nominal,contact_rich_insertion,high_level_task_state_drift,9,6,0.187555,0.304792,0.458234,0.331184,0.28392,0.11466,0.17816,0.284357,0.5,0.166667,0.166667,0.166667,0.333333,0.0,0.166667,0.666667,0.0,0.333333,0.861705,0.089798,0.5,-0.324989
flat_behavior_clone,nominal,contact_rich_insertion,cross_level_cascade,0,6,0.452338,0.420403,0.368579,0.555916,0.3822,0.14742,0.22008,0.357739,0.166667,0.166667,0.333333,0.333333,0.666667,0.0,0.0,0.166667,0.333333,0.0,0.935455,0.103442,0.666666,-0.703739
flat_behavior_clone,nominal,contact_rich_insertion,cross_level_cascade,1,6,0.452338,0.420403,0.368579,0.555916,0.3822,0.14742,0.22008,0.357739,0.166667,0.0,0.166667,0.166667,0.333333,0.0,0.166667,0.666667,0.333333,0.0,0.938106,0.106961,0.833333,-0.678558
flat_behavior_clone,nominal,contact_rich_insertion,cross_level_cascade,2,6,0.452338,0.420403,0.368579,0.555916,0.3822,0.14742,0.22008,0.357739,0.166667,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.666667,0.166667,0.333333,0.938244,0.107046,0.833333,-0.833751
flat_behavior_clone,nominal,contact_rich_insertion,cross_level_cascade,3,6,0.452338,0.420403,0.368579,0.555916,0.3822,0.14742,0.22008,0.357739,0.5,0.333333,0.333333,0.166667,0.333333,0.166667,0.166667,0.5,0.166667,0.5,0.93463,0.107943,0.5,-0.50215
flat_behavior_clone,nominal,contact_rich_insertion,cross_level_cascade,4,6,0.452338,0.420403,0.368579,0.555916,0.3822,0.14742,0.22008,0.357739,0.0,0.166667,0.333333,0.166667,0.0,0.166667,0.166667,0.666667,0.0,0.166667,0.927876,0.109311,0.833333,-0.967814
flat_behavior_clone,nominal,contact_rich_insertion,cross_level_cascade,5,6,0.452338,0.420403,0.368579,0.555916,0.3822,0.14742,0.22008,0.357739,0.5,0.333333,0.5,0.333333,0.166667,0.166667,0.0,0.333333,0.166667,0.166667,0.938664,0.104525,0.5,-0.483108
flat_behavior_clone,nominal,contact_rich_insertion,cross_level_cascade,6,6,0.452338,0.420403,0.368579,0.555916,0.3822,0.14742,0.22008,0.357739,0.166667,0.166667,0.0,0.166667,0.0,0.166667,0.166667,0.5,0.333333,0.0,0.949096,0.101807,0.833333,-0.503851
flat_behavior_clone,nominal,contact_rich_insertion,cross_level_cascade,7,6,0.452338,0.420403,0.368579,0.555916,0.3822,0.14742,0.22008,0.357739,0.333333,0.166667,0.333333,0.333333,0.166667,0.0,0.166667,0.5,0.166667,0.166667,0.939924,0.104207,0.333334,-0.539093
flat_behavior_clone,nominal,contact_rich_insertion,cross_level_cascade,8,6,0.452338,0.420403,0.368579,0.555916,0.3822,0.14742,0.22008,0.357739,0.333333,0.0,0.0,0.0,0.166667,0.0,0.166667,0.5,0.0,0.166667,0.929048,0.106585,0.666667,-0.18026
flat_behavior_clone,nominal,contact_rich_insertion,cross_level_cascade,9,6,0.452338,0.420403,0.368579,0.555916,0.3822,0.14742,0.22008,0.357739,0.333333,0.166667,0.0,0.666667,0.333333,0.0,0.0,0.333333,0.166667,0.166667,0.930942,0.103494,0.666667,-0.437778
flat_behavior_clone,nominal,contact_rich_insertion,false_halt_pressure,0,6,0.264783,0.252242,0.209194,0.212904,0.2184,0.09282,0.48208,0.183456,0.5,0.0,0.166667,0.333333,0.0,0.166667,0.166667,0.5,0.166667,0.0,0.812627,0.099427,0.5,-0.373722
flat_behavior_clone,nominal,contact_rich_insertion,false_halt_pressure,1,6,0.264783,0.252242,0.209194,0.212904,0.2184,0.09282,0.48208,0.183456,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.0,0.833333,0.166667,0.166667,0.797705,0.101593,0.5,-0.405639
flat_behavior_clone,nominal,contact_rich_insertion,false_halt_pressure,2,6,0.264783,0.252242,0.209194,0.212904,0.2184,0.09282,0.48208,0.183456,0.166667,0.166667,0.0,0.333333,0.166667,0.166667,0.0,0.166667,0.333333,0.333333,0.794604,0.09953,0.666666,-0.40804
flat_behavior_clone,nominal,contact_rich_insertion,false_halt_pressure,3,6,0.264783,0.252242,0.209194,0.212904,0.2184,0.09282,0.48208,0.183456,0.833333,0.166667,0.0,0.166667,0.0,0.0,0.0,0.5,0.0,0.333333,0.791946,0.099314,0.166667,0.424016
flat_behavior_clone,nominal,contact_rich_insertion,false_halt_pressure,4,6,0.264783,0.252242,0.209194,0.212904,0.2184,0.09282,0.48208,0.183456,0.333333,0.333333,0.0,0.0,0.166667,0.166667,0.0,0.5,0.333333,0.666667,0.810334,0.098257,0.666667,-0.185307
flat_behavior_clone,nominal,contact_rich_insertion,false_halt_pressure,5,6,0.264783,0.252242,0.209194,0.212904,0.2184,0.09282,0.48208,0.183456,0.333333,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.5,0.0,0.333333,0.808336,0.099089,0.5,-0.415761
flat_behavior_clone,nominal,contact_rich_insertion,false_halt_pressure,6,6,0.264783,0.252242,0.209194,0.212904,0.2184,0.09282,0.48208,0.183456,0.5,0.333333,0.333333,0.0,0.166667,0.0,0.0,0.333333,0.166667,0.166667,0.808897,0.098668,0.5,-0.006139
flat_behavior_clone,nominal,contact_rich_insertion,false_halt_pressure,7,6,0.264783,0.252242,0.209194,0.212904,0.2184,0.09282,0.48208,0.183456,0.833333,0.333333,0.166667,0.166667,0.0,0.333333,0.333333,0.166667,0.5,0.166667,0.811813,0.100028,0.0,0.020011
flat_behavior_clone,nominal,contact_rich_insertion,false_halt_pressure,8,6,0.264783,0.252242,0.209194,0.212904,0.2184,0.09282,0.48208,0.183456,0.166667,0.0,0.0,0.166667,0.0,0.0,0.333333,0.333333,0.0,0.166667,0.814811,0.098552,0.833333,-0.340291
flat_behavior_clone,nominal,contact_rich_insertion,false_halt_pressure,9,6,0.264783,0.252242,0.209194,0.212904,0.2184,0.09282,0.48208,0.183456,0.0,0.0,0.333333,0.166667,0.166667,0.0,0.0,0.5,0.166667,0.333333,0.795208,0.098796,0.666667,-0.6989
flat_behavior_clone,nominal,contact_rich_insertion,delayed_failure_observation,0,6,0.353044,0.367853,0.318771,0.366668,0.31668,0.25116,0.262,0.284357,0.5,0.166667,0.166667,0.0,0.0,0.166667,0.333333,0.166667,0.0,0.166667,0.904819,0.097743,0.5,-0.113661
flat_behavior_clone,nominal,contact_rich_insertion,delayed_failure_observation,1,6,0.353044,0.367853,0.318771,0.366668,0.31668,0.25116,0.262,0.284357,0.333333,0.333333,0.166667,0.0,0.166667,0.0,0.166667,0.333333,0.166667,0.166667,0.889901,0.096665,0.666667,-0.153986
flat_behavior_clone,nominal,contact_rich_insertion,delayed_failure_observation,2,6,0.353044,0.367853,0.318771,0.366668,0.31668,0.25116,0.262,0.284357,0.5,0.0,0.0,0.0,0.166667,0.166667,0.0,0.666667,0.0,0.5,0.89688,0.094503,0.5,-0.172457
flat_behavior_clone,nominal,contact_rich_insertion,delayed_failure_observation,3,6,0.353044,0.367853,0.318771,0.366668,0.31668,0.25116,0.262,0.284357,0.666667,0.5,0.166667,0.166667,0.0,0.166667,0.0,0.5,0.5,0.333333,0.895098,0.097543,0.333333,0.034716
flat_behavior_clone,nominal,contact_rich_insertion,delayed_failure_observation,4,6,0.353044,0.367853,0.318771,0.366668,0.31668,0.25116,0.262,0.284357,0.333333,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.0,0.5,0.89849,0.097868,0.666667,-0.191285
flat_behavior_clone,nominal,contact_rich_insertion,delayed_failure_observation,5,6,0.353044,0.367853,0.318771,0.366668,0.31668,0.25116,0.262,0.284357,0.5,0.166667,0.0,0.5,0.166667,0.166667,0.333333,0.333333,0.333333,0.166667,0.899174,0.09627,0.5,-0.409419
flat_behavior_clone,nominal,contact_rich_insertion,delayed_failure_observation,6,6,0.353044,0.367853,0.318771,0.366668,0.31668,0.25116,0.262,0.284357,0.666667,0.166667,0.0,0.0,0.833333,0.166667,0.0,0.166667,0.333333,0.166667,0.905212,0.096043,0.333333,-0.056913
flat_behavior_clone,nominal,contact_rich_insertion,delayed_failure_observation,7,6,0.353044,0.367853,0.318771,0.366668,0.31668,0.25116,0.262,0.284357,0.333333,0.0,0.166667,0.166667,0.0,0.0,0.0,0.5,0.166667,0.166667,0.898623,0.093363,0.5,-0.20661
flat_behavior_clone,nominal,contact_rich_insertion,delayed_failure_observation,8,6,0.353044,0.367853,0.318771,0.366668,0.31668,0.25116,0.262,0.284357,0.166667,0.166667,0.5,0.333333,0.0,0.0,0.0,0.5,0.0,0.5,0.891233,0.099103,0.666666,-0.649534
flat_behavior_clone,nominal,contact_rich_insertion,delayed_failure_observation,9,6,0.353044,0.367853,0.318771,0.366668,0.31668,0.25116,0.262,0.284357,0.166667,0.166667,0.166667,0.5,0.333333,0.0,0.166667,0.666667,0.0,0.166667,0.893883,0.098888,0.833333,-0.850555
flat_behavior_clone,nominal,contact_rich_insertion,recovery_budget_exhaustion,0,6,0.37511,0.346833,0.298848,0.41398,0.51324,0.16926,0.28296,0.302702,0.333333,0.333333,0.5,0.166667,0.166667,0.333333,0.0,0.333333,0.166667,0.166667,0.917282,0.101394,0.666667,-0.731531
flat_behavior_clone,nominal,contact_rich_insertion,recovery_budget_exhaustion,1,6,0.37511,0.346833,0.298848,0.41398,0.51324,0.16926,0.28296,0.302702,0.333333,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.166667,0.166667,0.166667,0.91933,0.101304,0.333334,-0.317644
flat_behavior_clone,nominal,contact_rich_insertion,recovery_budget_exhaustion,2,6,0.37511,0.346833,0.298848,0.41398,0.51324,0.16926,0.28296,0.302702,0.5,0.166667,0.0,0.166667,0.0,0.0,0.0,0.5,0.0,0.166667,0.921207,0.098993,0.5,0.065612
flat_behavior_clone,nominal,contact_rich_insertion,recovery_budget_exhaustion,3,6,0.37511,0.346833,0.298848,0.41398,0.51324,0.16926,0.28296,0.302702,0.666667,0.166667,0.166667,0.166667,0.333333,0.0,0.0,0.666667,0.5,0.166667,0.92172,0.100896,0.333333,-0.066279
flat_behavior_clone,nominal,contact_rich_insertion,recovery_budget_exhaustion,4,6,0.37511,0.346833,0.298848,0.41398,0.51324,0.16926,0.28296,0.302702,0.5,0.0,0.166667,0.0,0.333333,0.166667,0.333333,1.0,0.0,0.0,0.919578,0.0958,0.5,-0.676738
flat_behavior_clone,nominal,contact_rich_insertion,recovery_budget_exhaustion,5,6,0.37511,0.346833,0.298848,0.41398,0.51324,0.16926,0.28296,0.302702,0.333333,0.166667,0.333333,0.333333,0.0,0.0,0.333333,0.333333,0.0,0.333333,0.929268,0.099749,0.666667,-0.461911
flat_behavior_clone,nominal,contact_rich_insertion,recovery_budget_exhaustion,6,6,0.37511,0.346833,0.298848,0.41398,0.51324,0.16926,0.28296,0.302702,0.666667,0.166667,0.333333,0.0,0.333333,0.166667,0.333333,0.5,0.166667,0.666667,0.916799,0.099584,0.333333,-0.326152
flat_behavior_clone,nominal,contact_rich_insertion,recovery_budget_exhaustion,7,6,0.37511,0.346833,0.298848,0.41398,0.51324,0.16926,0.28296,0.302702,0.666667,0.0,0.5,0.0,0.166667,0.166667,0.0,0.333333,0.5,0.333333,0.91628,0.099139,0.166666,-0.137544
flat_behavior_clone,nominal,contact_rich_insertion,recovery_budget_exhaustion,8,6,0.37511,0.346833,0.298848,0.41398,0.51324,0.16926,0.28296,0.302702,0.333333,0.333333,0.5,0.166667,0.0,0.166667,0.166667,0.5,0.0,0.333333,0.904754,0.097516,0.666667,-0.632467
flat_behavior_clone,nominal,contact_rich_insertion,recovery_budget_exhaustion,9,6,0.37511,0.346833,0.298848,0.41398,0.51324,0.16926,0.28296,0.302702,0.666667,0.0,0.166667,0.333333,0.0,0.166667,0.166667,0.5,0.166667,0.333333,0.918174,0.101512,0.333333,-0.207999
flat_behavior_clone,nominal,contact_rich_insertion,compositional_failure_chain,0,6,0.485436,0.451933,0.408426,0.567744,0.46956,0.21294,0.33536,0.385258,0.333333,0.0,0.333333,0.166667,0.5,0.333333,0.166667,0.5,0.166667,0.0,0.968876,0.10868,0.666667,-0.981337
flat_behavior_clone,nominal,contact_rich_insertion,compositional_failure_chain,1,6,0.485436,0.451933,0.408426,0.567744,0.46956,0.21294,0.33536,0.385258,0.166667,0.0,0.166667,0.166667,0.166667,0.0,0.0,0.333333,0.5,0.166667,0.951503,0.113805,0.666666,-0.358981
flat_behavior_clone,nominal,contact_rich_insertion,compositional_failure_chain,2,6,0.485436,0.451933,0.408426,0.567744,0.46956,0.21294,0.33536,0.385258,0.666667,0.166667,0.333333,0.333333,0.333333,0.0,0.0,0.333333,0.0,0.166667,0.970122,0.112493,0.333333,-0.148983
flat_behavior_clone,nominal,contact_rich_insertion,compositional_failure_chain,3,6,0.485436,0.451933,0.408426,0.567744,0.46956,0.21294,0.33536,0.385258,0.166667,0.5,0.333333,0.333333,0.333333,0.0,0.0,0.333333,0.166667,0.166667,0.964748,0.111292,0.833333,-0.601468
flat_behavior_clone,nominal,contact_rich_insertion,compositional_failure_chain,4,6,0.485436,0.451933,0.408426,0.567744,0.46956,0.21294,0.33536,0.385258,0.333333,0.0,0.333333,0.333333,0.0,0.166667,0.166667,0.666667,0.0,0.166667,0.960953,0.112641,0.666667,-0.746878
flat_behavior_clone,nominal,contact_rich_insertion,compositional_failure_chain,5,6,0.485436,0.451933,0.408426,0.567744,0.46956,0.21294,0.33536,0.385258,0.166667,0.166667,0.0,0.333333,0.166667,0.333333,0.0,0.666667,0.333333,0.166667,0.968826,0.112267,0.833333,-0.84545
flat_behavior_clone,nominal,contact_rich_insertion,compositional_failure_chain,6,6,0.485436,0.451933,0.408426,0.567744,0.46956,0.21294,0.33536,0.385258,0.5,0.0,0.0,0.166667,0.333333,0.166667,0.0,0.333333,0.166667,0.166667,0.963638,0.113519,0.5,-0.198991
flat_behavior_clone,nominal,contact_rich_insertion,compositional_failure_chain,7,6,0.485436,0.451933,0.408426,0.567744,0.46956,0.21294,0.33536,0.385258,0.333333,0.166667,0.333333,0.333333,0.0,0.166667,0.0,0.666667,0.166667,0.0,0.96812,0.113105,0.5,-0.652419
flat_behavior_clone,nominal,contact_rich_insertion,compositional_failure_chain,8,6,0.485436,0.451933,0.408426,0.567744,0.46956,0.21294,0.33536,0.385258,0.666667,0.0,0.333333,0.166667,0.333333,0.166667,0.333333,0.5,0.0,0.166667,0.977239,0.113398,0.333333,-0.475885
flat_behavior_clone,nominal,contact_rich_insertion,compositional_failure_chain,9,6,0.485436,0.451933,0.408426,0.567744,0.46956,0.21294,0.33536,0.385258,0.5,0.0,0.333333,0.333333,0.166667,0.166667,0.0,0.5,0.0,0.166667,0.974943,0.112544,0.333333,-0.508829
flat_behavior_clone,nominal,deformable_sorting,low_level_skill_anomaly,0,6,0.452338,0.12178,0.075391,0.141936,0.18564,0.05796,0.11528,0.178517,0.5,0.0,0.166667,0.0,0.166667,0.166667,0.0,0.5,0.166667,0.0,0.78429,0.076748,0.5,-0.191274
flat_behavior_clone,nominal,deformable_sorting,low_level_skill_anomaly,1,6,0.452338,0.12178,0.075391,0.141936,0.18564,0.05796,0.11528,0.178517,0.333333,0.333333,0.333333,0.166667,0.0,0.166667,0.0,0.666667,0.166667,0.5,0.768209,0.077976,0.5,-0.493121
flat_behavior_clone,nominal,deformable_sorting,low_level_skill_anomaly,2,6,0.452338,0.12178,0.075391,0.141936,0.18564,0.05796,0.11528,0.178517,0.666667,0.0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.333333,0.78336,0.077271,0.166666,0.249481
flat_behavior_clone,nominal,deformable_sorting,low_level_skill_anomaly,3,6,0.452338,0.12178,0.075391,0.141936,0.18564,0.05796,0.11528,0.178517,0.333333,0.0,0.0,0.333333,0.166667,0.166667,0.166667,0.666667,0.0,0.333333,0.782373,0.075548,0.666667,-0.581909
flat_behavior_clone,nominal,deformable_sorting,low_level_skill_anomaly,4,6,0.452338,0.12178,0.075391,0.141936,0.18564,0.05796,0.11528,0.178517,0.333333,0.166667,0.0,0.0,0.0,0.0,0.166667,0.5,0.333333,0.0,0.782195,0.078763,0.5,-0.046975
flat_behavior_clone,nominal,deformable_sorting,low_level_skill_anomaly,5,6,0.452338,0.12178,0.075391,0.141936,0.18564,0.05796,0.11528,0.178517,0.333333,0.333333,0.0,0.166667,0.166667,0.166667,0.0,0.666667,0.333333,0.166667,0.779237,0.07759,0.666667,-0.366967
flat_behavior_clone,nominal,deformable_sorting,low_level_skill_anomaly,6,6,0.452338,0.12178,0.075391,0.141936,0.18564,0.05796,0.11528,0.178517,0.333333,0.166667,0.333333,0.166667,0.166667,0.0,0.0,0.166667,0.166667,0.333333,0.777533,0.079182,0.666667,-0.190689
flat_behavior_clone,nominal,deformable_sorting,low_level_skill_anomaly,7,6,0.452338,0.12178,0.075391,0.141936,0.18564,0.05796,0.11528,0.178517,0.0,0.166667,0.0,0.0,0.166667,0.0,0.5,0.333333,0.166667,0.333333,0.783432,0.076942,1.0,-0.524669
flat_behavior_clone,nominal,deformable_sorting,low_level_skill_anomaly,8,6,0.452338,0.12178,0.075391,0.141936,0.18564,0.05796,0.11528,0.178517,0.333333,0.0,0.0,0.166667,0.333333,0.0,0.0,0.5,0.0,0.333333,0.772009,0.07644,0.666667,-0.242197
flat_behavior_clone,nominal,deformable_sorting,low_level_skill_anomaly,9,6,0.452338,0.12178,0.075391,0.141936,0.18564,0.05796,0.11528,0.178517,0.166667,0.333333,0.0,0.166667,0.0,0.0,0.0,0.166667,0.333333,0.333333,0.773729,0.073691,0.833333,-0.043884
flat_behavior_clone,nominal,deformable_sorting,mid_level_subgoal_corruption,0,6,0.226169,0.421546,0.159159,0.260216,0.25116,0.08211,0.14672,0.201802,0.666667,0.0,0.0,0.333333,0.166667,0.166667,0.166667,0.666667,0.166667,0.166667,0.817194,0.083137,0.333333,-0.249391
flat_behavior_clone,nominal,deformable_sorting,mid_level_subgoal_corruption,1,6,0.226169,0.421546,0.159159,0.260216,0.25116,0.08211,0.14672,0.201802,0.5,0.0,0.166667,0.0,0.5,0.0,0.0,0.5,0.333333,0.166667,0.820293,0.086754,0.333333,-0.156781
flat_behavior_clone,nominal,deformable_sorting,mid_level_subgoal_corruption,2,6,0.226169,0.421546,0.159159,0.260216,0.25116,0.08211,0.14672,0.201802,0.5,0.166667,0.333333,0.0,0.333333,0.166667,0.0,0.5,0.0,0.166667,0.814967,0.086083,0.166667,-0.363482
flat_behavior_clone,nominal,deformable_sorting,mid_level_subgoal_corruption,3,6,0.226169,0.421546,0.159159,0.260216,0.25116,0.08211,0.14672,0.201802,0.333333,0.166667,0.0,0.333333,0.0,0.166667,0.0,0.833333,0.5,0.166667,0.819144,0.085778,0.5,-0.469042
